s#,c#,grade
46543979,MV-24,83.1
38792112,FL-05,85.2
23166186,ME-09,74.9
19461419,MV-42,80.3
24667847,ME-11,87.5
24112784,CS-34,83.6
40800210,CS-39,77.8
13318096,MA-18,95.9
27574531,AT-07,67.0
18324596,CS-37,75.1
15592189,AT-07,55.5
18652588,DA-37,84.8
15975502,FL-96,86.0
27196615,DA-75,73.5
16881297,MV-41,92.6
48884443,LW-17,84.4
40365468,CS-55,73.9
17665258,AS-48,81.1
26168331,LF-36,71.1
42928740,MA-05,85.1
28565193,MV-83,74.9
32151601,EE-11,67.4
29860458,AS-15,78.3
16134837,EE-93,70.5
34436774,FL-74,73.0
24625918,DA-33,63.4
39667847,MT-32,79.8
42165423,LW-09,82.3
37726824,LW-23,80.8
42698993,CE-34,74.6
10883166,CS-59,91.8
20227639,ME-03,74.8
34571052,AS-39,79.5
14802871,ME-13,76.2
44456166,PH-11,55.9
30816383,CE-04,85.3
19323510,MT-20,84.2
14678046,EM-65,68.6
47339693,EE-47,81.1
20599222,MT-38,73.6
19813166,LW-05,91.6
45825240,EE-75,79.0
11140548,MV-25,84.9
24931175,DA-14,67.6
38716098,MV-72,65.5
10123252,AS-42,74.5
13416177,MT-09,72.1
41005279,FL-08,82.9
11470785,EM-38,82.1
23943842,CE-02,76.4
28628234,AT-32,91.9
18497924,ME-43,79.8
29872518,EE-19,63.1
36664682,MT-55,78.4
30938782,DA-21,83.9
31845237,MV-08,81.0
47173126,FL-74,72.8
40149895,CS-12,74.5
14769931,EE-16,73.4
36910894,FL-74,65.8
33405133,MV-27,98.0
31759395,DA-01,83.5
12416256,AT-48,76.7
31281345,CS-45,71.5
18873463,MA-01,68.7
18746520,LW-25,69.6
12261025,EM-38,80.2
37598045,CS-58,70.7
43684325,FL-55,86.3
20661738,CE-32,84.4
49982122,OE-11,80.1
45223088,IE-03,71.7
41571023,LW-23,65.2
45404979,LW-01,85.3
12134964,CS-41,90.6
29100670,MV-30,78.1
16143854,ME-41,92.9
37628108,CS-56,82.1
16580458,MT-11,84.5
28491577,MV-48,77.4
10613478,ME-38,93.6
38716098,EM-64,64.3
32517081,AT-06,72.9
35380988,CS-07,84.6
47869431,AT-26,95.3
10419765,FL-68,68.6
49230866,DA-48,77.9
14967888,MA-10,99.5
16551890,EE-97,67.8
31340665,DA-63,89.6
11448016,FL-89,84.5
30887983,EE-44,65.4
34509977,CE-32,82.3
27612226,MT-54,84.3
24505702,FL-03,77.2
20227639,EE-68,71.8
44164230,CE-45,69.2
48324244,AT-01,70.2
32244330,ME-26,59.9
28076589,FL-34,84.5
47970706,MA-14,63.7
39307182,CE-38,62.2
25377924,OE-10,86.3
21243274,EM-14,77.7
48633356,OE-04,98.4
29963129,CS-53,62.3
21336696,MT-54,55.3
42698993,DA-49,81.2
13941832,EM-52,84.8
30320571,EM-42,77.4
27169017,ME-18,97.3
11616073,LW-19,60.6
33119962,EE-94,85.1
20735975,AS-16,73.4
23891124,DA-15,79.3
19553703,CE-02,90.0
49471591,EM-23,56.9
37095084,AT-25,65.1
18822588,MX-03,72.1
13941617,HS-09,89.9
20924088,CS-35,59.4
17103386,ME-30,76.1
38047833,HS-09,91.0
18143494,MV-44,82.2
39009647,CE-03,89.6
31331504,LF-41,87.4
42943724,CE-24,84.6
10847136,EM-53,95.4
11752720,ME-27,88.9
19772691,ME-21,78.2
45207855,AS-01,93.2
11042312,AT-32,82.8
37050922,FL-91,68.0
21838729,EM-52,84.4
12777872,IE-07,73.1
40810881,AS-35,75.6
34061480,ME-13,97.9
11408339,PH-09,93.3
22259673,EM-49,94.4
47984879,EE-11,82.4
26998389,FL-65,76.0
36242889,AS-31,64.7
42278127,DA-49,90.1
30656361,DA-36,71.3
33524404,FL-86,95.4
18199464,EM-56,91.4
26286469,CE-22,88.5
29466256,EE-56,81.9
46099919,EM-04,89.0
12050653,LW-28,62.0
36388220,FL-75,78.6
29415489,MV-34,78.4
25994962,EE-72,78.9
34581992,ME-40,77.8
30809568,MT-43,86.0
14769931,CS-23,69.6
49219978,AT-50,80.5
20661738,DA-62,92.6
37527837,ME-30,67.7
30852506,EE-28,94.4
27255609,LF-02,79.7
14269126,MT-14,83.2
45371921,FL-17,67.3
35727737,MV-07,58.2
24849788,AT-19,78.1
29105568,MV-25,84.9
32905994,EM-53,86.5
28639569,FL-52,81.3
40055367,AS-45,75.2
17246275,HS-05,76.8
40179848,FL-73,64.1
10384979,DA-59,83.8
28585604,MX-03,73.7
31256341,DA-74,59.0
33825541,CS-54,94.7
34882576,LW-07,79.1
39159359,DA-47,87.3
20324380,EM-49,74.8
25013501,EM-29,78.3
13009603,MV-11,83.4
17777041,ME-35,88.0
10933630,MV-34,84.4
15265476,CE-30,60.6
28827457,MT-24,80.8
27443166,FL-19,56.4
32897005,FL-28,77.5
19861273,MV-35,92.9
19823937,CE-02,83.6
37622987,LF-30,70.4
26453301,LW-06,76.4
29603179,MV-09,78.7
42050738,AT-38,78.6
18798080,CE-29,63.5
19124770,EE-41,79.1
13250910,ME-45,83.6
42577747,MT-54,69.6
22086966,MV-23,70.3
49190372,ME-18,65.7
28589199,FL-42,64.8
10232920,EM-50,93.3
37938148,FL-69,76.4
20117141,FL-24,75.6
48683017,AS-32,74.9
24474357,AT-23,66.8
14269126,EE-21,75.8
20677235,EE-31,86.9
33394054,CS-22,83.5
14573979,FL-04,90.4
48493324,LF-07,80.5
43065516,MV-75,88.2
29872518,DA-04,85.7
36968395,DA-49,70.4
38796510,EM-11,91.5
20987357,EE-71,65.0
27368917,ME-50,89.2
19845752,MT-16,81.9
42928740,EE-97,95.3
49565398,LW-03,87.5
33789479,HS-27,85.6
42794669,ME-16,75.9
28195201,LF-40,99.3
49319805,FL-38,57.8
43254886,AS-49,81.0
18135260,MX-01,75.2
10208843,ME-25,89.5
32517081,CS-49,74.8
20274961,OE-25,86.4
49241091,HS-30,85.7
48061855,MA-18,63.6
34477087,MV-53,72.5
15528154,PH-10,79.1
47065462,HS-03,87.2
47634954,FL-77,74.2
32149079,EE-18,84.4
40371793,FL-77,73.5
39249743,FL-68,83.2
45404979,FL-94,78.8
21449064,EE-32,76.1
22863381,AT-35,76.3
27680488,EM-23,58.6
20420307,FL-57,70.1
33940128,EM-47,83.9
23283563,FL-72,83.9
21469216,CS-15,77.5
30136423,LW-28,84.8
41108709,DA-21,94.8
30503331,LW-03,93.1
47875341,CS-18,84.6
30240287,HS-05,73.0
32517081,LF-03,80.0
33488403,EE-54,95.8
16957614,MT-12,78.2
37200008,OE-20,98.2
31265942,EM-47,86.4
30660326,AT-44,70.1
17469737,AS-28,88.0
26322247,EM-49,85.6
16141457,LW-23,77.9
33250034,CE-29,72.2
42700677,CE-28,81.0
43470835,HS-18,67.1
27040624,DA-25,91.2
25911487,AT-50,79.9
46071220,OE-25,91.4
45430641,EM-53,73.4
34504431,CE-32,97.5
44213584,CS-13,86.1
18138568,IE-08,96.3
13095959,MV-25,92.6
32271842,AT-35,79.5
33678888,LF-25,76.0
15027596,ME-24,74.8
36403506,AT-33,75.8
33147048,MA-10,82.7
44164394,CS-60,92.1
27159822,LF-13,84.0
45732456,CS-26,93.2
25876661,CE-28,81.4
44996502,EE-27,83.5
23891124,OE-26,82.9
41328122,CS-41,85.5
16187889,CS-41,75.7
14842746,CS-44,78.7
14855082,MA-17,78.4
41419308,FL-92,77.0
39459693,LF-38,74.8
16048638,MA-06,79.2
43328590,DA-33,66.4
39311410,ME-06,71.0
28516333,CE-47,85.9
33633140,DA-22,95.8
37304505,EE-31,68.5
20117141,MV-12,82.5
12456407,CE-26,88.3
29773248,MT-49,98.8
42744959,EE-97,84.3
26112583,FL-90,94.3
22259673,EE-24,78.5
33125817,OE-04,84.9
16204563,LW-17,64.0
49475625,ME-64,85.0
37488329,OE-04,87.9
15046809,AT-02,81.7
12261025,FL-44,77.5
45701952,OE-20,98.7
35961115,CE-45,81.3
49968293,FL-08,95.5
10771960,OE-08,81.5
43601843,MV-63,78.7
34459734,LW-26,70.0
16841849,MA-23,69.2
32785210,EE-08,64.4
17095800,MA-13,73.9
46222475,EM-21,80.2
29597043,EE-70,86.8
36631174,LW-22,70.4
46295730,FL-62,86.0
17967277,EM-04,75.3
18855476,EE-32,51.5
15993933,MV-11,78.7
46966369,FL-25,74.3
41349673,EM-37,88.0
40002746,CE-04,72.1
12971397,HS-01,76.2
18974114,FL-69,73.2
31615197,FL-79,59.2
37115427,MT-05,51.9
49028965,LW-05,84.4
35749473,PH-15,84.8
18010917,LF-33,70.2
49110119,ME-27,78.1
18325924,EE-91,90.0
31895909,MT-08,74.0
46147403,EE-19,65.3
14221456,FL-02,72.5
28354539,LW-28,93.0
46333445,MT-20,72.0
48210865,MV-44,92.3
45996054,LW-17,97.7
35203279,EM-41,76.6
18103864,DA-43,65.0
43068929,MV-24,78.3
17534219,MT-50,56.0
48661394,EM-47,86.7
38060889,AT-37,85.6
23388885,ME-26,80.4
39132810,EM-55,79.3
15296731,ME-60,82.9
42010188,FL-20,65.4
16763250,LF-31,94.6
40996695,AT-34,70.0
27832501,ME-20,86.0
26424966,LW-23,55.3
25556577,DA-44,94.0
29100670,DA-27,78.2
26655202,CS-20,93.5
39408924,LF-15,76.8
47362907,FL-45,85.0
14537581,ME-46,88.1
30622944,MV-46,74.0
24860472,LW-01,79.1
34694311,CE-18,84.0
22398348,MV-65,88.3
42145729,DA-12,82.6
29511543,LW-11,73.9
18822588,AS-31,69.3
11637862,CE-24,89.8
14537581,LW-15,74.0
46154207,EE-94,75.9
29493339,EM-08,85.0
42401999,MA-07,64.0
26453720,CS-21,67.4
37251656,ME-43,83.5
10631003,PH-13,65.1
28213209,MT-08,82.1
19557734,FL-27,82.6
10232920,ME-51,70.8
15659856,EE-49,90.3
38882684,OE-08,88.1
19837486,CE-49,79.9
33853816,EM-55,97.9
36296526,AT-37,88.9
16844562,AS-11,93.2
42378766,MV-77,88.1
45805613,MT-49,69.6
11785119,DA-29,91.9
37338709,EM-65,97.0
15703903,EM-61,92.2
47769278,LF-38,84.0
47294658,DA-06,67.4
11909966,CE-25,89.9
10974514,CS-09,88.5
28677729,DA-72,72.9
23371328,AS-20,96.0
29770578,ME-49,86.5
20645352,MV-30,77.5
23027539,PH-03,77.5
32821597,EM-14,57.6
49204003,MT-49,77.2
36860055,AT-31,68.2
30934141,CE-35,70.4
40197824,FL-62,75.1
47319394,CS-16,72.1
24160259,EM-30,93.2
28140131,DA-37,96.0
19951805,DA-26,96.3
32771486,ME-53,70.8
41727524,CS-46,65.1
23127112,AT-53,66.9
29755210,LW-25,67.2
22624759,LW-28,80.9
24596774,AT-05,57.3
49939080,ME-45,58.2
23267918,FL-62,77.3
11209891,MT-07
24300908,CE-14,68.6
43822529,CS-50,65.5
45965961,EE-42,87.6
11727977,EE-77,76.4
37063895,EE-26,82.6
31629020,MV-80,78.6
20751725,MV-80,93.4
31067106,MV-34,80.3
18286694,EM-11,82.3
45365885,EE-94,68.5
19289519,LF-27,81.3
37762974,EM-13,84.3
32170133,CE-39,77.2
32517081,AT-42,85.4
18476730,AS-19,84.6
27039771,MX-02,60.4
46325016,DA-65,68.9
44164394,FL-03,97.6
40605053,EE-21,90.5
30062167,LW-26,85.1
35371162,FL-40,86.6
44919742,EE-72,82.4
11543081,EE-79,78.5
28959552,FL-73,82.7
16027436,DA-74,66.6
42145729,MV-55,87.6
28959552,EM-66,85.0
36449807,FL-22,87.6
44204928,FL-17,66.7
42010188,CE-01,56.7
46051514,AT-37,59.1
24759015,FL-87,82.2
41522602,CS-62,90.8
35795419,AS-27,98.6
32807246,AS-19,63.6
39722263,DA-24,59.8
44085667,FL-78,84.8
35633422,CS-43,64.6
17087796,PH-10,90.1
13203166,EE-91,78.0
19948030,MV-02,79.2
28050863,EE-97,80.0
12644665,EE-97,77.9
28919153,EM-49,83.6
46260785,LF-25,78.0
37854942,EE-36,86.8
22697384,ME-51,70.5
46989917,LF-41,85.8
44367192,FL-25,93.5
46552828,AS-44,69.9
22401877,ME-11,90.2
31968188,AS-30,76.6
43328590,MV-04,62.9
15876469,EM-45,52.5
33608875,MT-01,89.0
43936808,AT-15,93.7
36087782,MV-86,81.3
37709020,FL-86,92.8
15997898,FL-51,97.6
25965172,FL-09,64.6
23850719,MV-84,93.3
13809526,CE-14,97.6
22277688,EE-57,60.8
19129530,ME-48,77.8
47455725,DA-72,68.6
15777787,FL-63,66.2
40377990,MV-60,71.6
31644764,CS-54,78.5
46128535,AS-03,64.2
40084359,DA-20,71.9
43688944,AS-33,79.8
20448357,DA-41,76.2
45370923,EM-50,64.6
43446676,AS-10,85.5
33548783,EM-13,55.5
42163358,AS-46,64.3
22571381,ME-31,83.0
37733129,LW-11,84.4
35359984,AT-19,92.2
37383525,CS-37,88.2
42065817,EE-08,71.7
28120386,TL-03,84.4
33668459,PH-08,89.0
32996992,EM-51,77.7
11402982,EE-17,68.0
40764590,EE-62,93.5
27971787,EM-68,83.7
48351578,LF-24,86.6
29413399,AS-15,74.4
39384630,CS-17,71.7
49085853,MV-04,81.1
48899752,LW-25,78.3
47059116,DA-17,96.7
34412981,FL-58,68.9
32271842,OE-19,97.1
22634668,AS-28,89.5
17627874,AS-31,80.7
27541091,FL-53,67.3
32294420,MA-14,80.8
11467296,EM-44,88.1
14193721,CS-43,73.8
42450272,MT-40,97.3
41960049,CE-48,56.1
11022631,EM-12,77.7
28970377,DA-73,66.8
33660603,FL-14,74.1
44735155,FL-56,87.0
17381673,CE-33,94.5
46897762,MV-67,82.6
44431659,ME-60,82.2
28277227,DA-58,54.5
20751725,FL-71,79.8
40984192,ME-03,65.1
36855993,MT-51,55.6
16402002,EM-25,95.0
48857662,DA-57,71.4
23893922,EM-33,75.8
15833517,FL-17,61.0
36110146,CS-11,68.1
17853298,ME-18,92.0
35776178,CS-59,88.2
10301594,MT-28,92.9
13824243,CS-38,83.7
25220810,AS-22,84.3
14263002,ME-27,53.8
35459397,CS-35,78.8
31443068,DA-71,74.3
19667110,PH-03,74.4
36113322,LF-43,88.0
31881932,AS-23,63.6
45267736,FL-82,80.9
11140548,MT-21,68.3
36143733,IE-03,95.8
28781983,FL-71,81.0
35203279,FL-74,87.4
41223857,CE-41,76.6
27553489,LW-08,80.8
38043350,FL-35,93.3
40544261,CS-57,93.6
18608441,ME-02,78.8
47539465,MV-05,72.7
16763250,ME-18,84.8
44543353,CS-52,77.1
16912813,LW-02,100.0
19797605,CE-13,87.0
22634668,EM-06,64.6
22196521,EE-21,81.6
30020273,MT-02,81.4
30116532,EM-20,76.6
15196613,FL-80,59.8
35352664,AT-26,73.6
21463506,FL-87,71.5
46601607,MT-05,99.0
33359405,EE-72,66.5
45613254,MV-48,89.5
23342077,EE-29,70.9
26181952,MT-02,72.3
11588225,LW-25,64.6
12746763,DA-19,77.1
41778689,LW-01,75.7
49852851,HS-23,81.8
15356348,EE-85,78.4
35278629,FL-12,71.9
36143733,EE-37,92.2
21243274,FL-10,77.7
24816423,MV-48,73.4
40685504,MV-57,75.7
30603425,CS-18,90.4
14063087,EM-64,97.5
19703409,FL-16,66.9
22933538,HS-26,73.3
36328293,MA-21,75.5
19409810,AT-45,59.9
43780645,DA-14,81.4
49181237,MV-50,87.7
19944813,HS-16,94.2
15568013,MT-06,85.2
20040569,FL-55,87.8
27485440,EE-70,81.8
42149326,EE-75,59.4
43521436,MT-16,96.6
23943842,HS-27,52.3
37484749,AS-39,89.0
10169015,DA-20,82.0
38273689,CS-40,76.1
48899752,CE-41,86.9
32788014,MV-70,68.3
47162763,EE-24,97.2
34389523,PH-02,87.4
32764630,DA-11,91.9
49109788,FL-40,86.8
44371887,MV-54,86.6
36322518,MV-11,66.4
49241091,MT-12,91.0
42377599,EE-50,88.1
36060254,HS-23,94.6
36917086,HS-03,87.0
46255925,EE-76
30751003,HS-31,72.1
37901798,CS-28,85.4
19452089,EM-25,80.5
45223088,HS-21,91.5
45072462,LF-19,87.8
34480233,MA-20,78.8
38402103,MV-21,74.8
49053153,AS-21,62.9
32374277,AS-09,98.2
25103492,AT-45,75.2
23591715,EE-09,73.1
22750676,DA-61,87.7
35319475,LW-03,65.6
27802484,ME-48,74.9
41408469,MV-23,75.6
43634737,DA-19,88.8
44900623,CE-02,61.4
14012817,FL-77,61.0
33385349,EM-24,71.5
11785119,MV-74,84.2
49085853,OE-24,77.8
32468614,OE-14,85.5
44164394,EM-43,75.3
28372018,EE-21,66.9
26943947,MT-45,57.8
16357275,FL-68,83.2
14482340,DA-42,90.1
30725125,EM-60,82.6
42650414,FL-23,77.0
45159631,EE-52,94.4
19239875,ME-07,90.4
39680125,FL-67,74.0
10925994,OE-10,71.1
18832443,OE-21,80.8
42065817,DA-48,71.0
48732498,DA-02,67.8
23618923,MT-41,83.7
27064464,EM-58,73.6
11249724,MT-03,82.9
15081856,AS-10,95.5
13318096,EE-54,86.9
20568308,EE-50,94.9
23993233,AT-22,78.2
21774672,MT-04,67.8
34811638,EM-41,71.7
45593710,CS-18,89.3
33475862,PH-13,76.2
34327584,EM-16,88.1
13807927,MV-35,84.9
37622987,ME-15,74.1
36291505,HS-15,95.1
35380407,HS-27,79.5
42943724,ME-14,67.0
46063723,FL-88,84.9
19361400,EM-33,59.0
48980568,MT-30,76.0
21292419,AS-26,53.5
27509141,EM-54,85.8
47970706,LF-38,92.1
47439533,ME-26,92.5
18324596,EE-07,75.5
49877331,ME-38,70.5
24483285,CE-13,57.7
23713843,MV-74,63.7
32934223,MA-18,82.0
30045868,AT-24,83.5
45654675,AT-10,71.5
30589320,CE-24,85.7
32394788,AS-08,77.0
49085853,OE-02,66.9
32294123,DA-15,87.6
10154308,OE-25,68.1
19203600,LW-23,79.6
34072652,TL-01,75.0
16853633,MT-41,65.6
12303791,LF-26,68.8
10371819,AS-53,86.2
44980908,AT-17,74.8
19289519,HS-19,58.9
20288242,EE-97,65.0
13776301,FL-94
16497144,MX-03,77.5
15428597,DA-62,68.9
44213584,OE-17,61.2
41031196,FL-69,81.2
43303287,ME-42,91.5
37804682,FL-63,78.8
32678365,FL-83,86.6
29297755,LF-21,95.0
40371793,MV-05,84.6
49642197,EM-10,81.8
27538306,CE-44,74.6
23429548,EM-64,92.0
40003191,EE-85,87.7
38396662,EE-30,62.4
32085331,DA-48,74.7
18379972,DA-71,98.7
40599881,LW-14,84.5
46455508,EE-08,74.2
13207317,MA-03,90.1
30803465,MT-11,61.7
29520082,CE-47,91.5
28003078,EE-56,94.4
12531927,EE-64,87.8
45099405,MA-12,73.5
37195212,EM-59,79.4
46846343,MV-11,90.6
40859879,FL-72,87.6
47322212,FL-58,81.4
43073750,EM-39,62.3
38431460,MT-44,67.3
42721225,CS-62,90.0
39459693,DA-33
39798686,FL-08,59.5
10771349,EM-55,74.6
15858350,HS-29,94.8
15356622,MV-16,95.5
35581752,OE-30,86.5
19260238,FL-17,63.1
47818603,CE-22,72.8
29764197,MX-04,95.2
24292753,MT-49,82.7
20320749,LF-05,87.2
49982122,EE-69,65.4
13370401,OE-11,81.4
33966275,FL-84,78.9
44979825,EE-76,84.3
49271741,EM-37,79.5
20436348,CE-30,75.3
44404179,EE-34,92.2
41169358,LF-01,66.5
18877172,AS-07,85.6
47346203,OE-16,81.0
10462189,FL-81,65.1
40280248,PH-04,87.1
36843271,FL-92,74.9
42050738,DA-23,65.4
31803086,AS-36,79.9
25985460,MV-10,53.0
26344293,FL-51,72.3
30783157,EE-44,82.6
47294658,CS-16,94.0
29270761,CS-30,95.9
14193721,CS-14,70.7
27346564,ME-39,91.6
34509977,MV-77,87.9
33269598,EE-35,83.0
40972690,AS-30,56.5
45145673,LF-35,81.9
17427300,MT-25,77.6
23993233,FL-17,90.3
25914458,CE-07,74.2
46099919,AS-02,55.9
26460991,HS-04,89.0
28181539,CE-05,78.6
45927797,CS-10,82.8
41223857,FL-89,94.7
27756756,CE-50,69.4
13301231,OE-28
19449877,PH-05,88.7
26489365,MV-20,91.4
20235570,AS-49,77.7
27894069,EE-82,65.0
36830485,MV-60,74.5
42550254,EM-67,84.1
17275271,HS-19,84.1
20072253,FL-62,82.0
29202923,CS-13,54.0
34965034,FL-18,58.3
27398468,EE-64,74.6
18324596,EE-82,59.4
24445196,FL-50,73.5
30358646,CE-13,83.1
33337018,DA-31,74.0
41955722,EM-47,80.4
11249724,HS-17,64.2
48795737,DA-63,83.4
27800942,DA-37,81.0
15620183,OE-14,86.3
30189648,MV-44,72.7
13673088,MV-04,80.7
19634409,CE-39,70.3
26295228,EM-55,66.4
21494899,MX-04,73.4
34139832,AS-14,74.4
35265310,CE-50,97.3
42943468,EE-15,67.9
28806484,AS-42,87.0
27370407,CS-45,72.7
34832970,ME-34,82.0
31898376,EE-86,96.6
28050863,DA-66,78.3
37660106,FL-06,91.8
47869431,LF-33,99.4
27464703,MV-41,90.7
42149326,FL-69,71.6
42198137,LW-08,81.7
22725724,FL-96,74.9
11209891,EE-27,98.2
22071505,LF-15,65.2
23840401,MV-06,55.2
14945695,DA-71,82.1
27097425,EM-13,79.5
12603369,AS-56,86.6
39740029,AS-04,78.3
19569118,HS-31,75.6
19461419,CE-29,92.5
45168603,AT-03,85.2
25911487,MT-48,74.9
10047131,AT-51,98.9
31159215,LW-29,80.4
40320077,FL-89,82.0
15488238,HS-06,80.3
23139610,LF-25,93.8
47059116,FL-03,95.0
26345795,MV-07,74.4
47869431,MT-55,57.6
25789499,EM-67,65.3
35089298,EE-58,78.9
29553310,LW-10,82.9
33769507,DA-39,79.8
49833350,MV-06,58.5
39281695,EE-63,65.5
36925128,MA-19,55.6
15620183,EE-36,68.3
44171287,ME-57,56.6
28045503,MT-09,70.5
38252450,ME-39,91.5
45105583,FL-77,67.0
28120386,DA-50,91.0
30145499,EM-17,62.8
39335068,EE-13,86.7
49782298,EE-92,87.2
47249644,CS-32,88.3
45040471,DA-48,63.7
24204319,LW-24,81.4
15620541,MV-82,59.2
28353640,MX-05,51.6
38203444,CE-05,70.0
41514290,EE-26,84.2
24765019,LF-08,78.9
38322243,EM-14,92.2
44387192,AS-04,86.0
10985802,EE-68,62.6
28827457,PH-12,64.8
43081773,EM-64,65.4
18626305,LF-15,75.4
26365654,AS-41,75.2
11547020,CE-02,69.1
26300383,EM-53,85.4
27711950,AS-49,95.2
13833716,LW-08,73.3
31532877,EE-08,68.7
46435475,LF-11,84.3
42989030,MV-69,81.4
26801590,HS-13,97.6
25152059,MV-70,73.7
12261025,LW-18,86.8
18632560,LF-31,86.3
10771349,EE-13,76.0
19497608,MV-49,74.9
14837312,FL-76,83.9
23618375,EM-28,83.3
26181952,MV-68,90.1
47857277,DA-56,75.4
32945415,LF-32,73.5
48071168,FL-15,92.6
17203281,MT-23,92.4
39909571,MV-16,66.4
28072985,OE-12,67.5
23820794,CE-25,65.3
12456407,EE-63,63.5
44438613,OE-26,98.3
21293161,ME-45,89.4
19529602,DA-37,82.2
27454894,LF-22,88.3
34059205,CS-42,75.3
35730440,AS-02,87.8
34524571,EM-06,77.4
42149326,MV-35,83.2
24625918,HS-14,69.7
38890368,CS-50,67.1
43470835,AS-50,68.3
12753396,CS-16,78.1
49241091,DA-75,88.4
37764945,MA-19,97.2
23957771,LW-19,75.4
42525850,CE-40,84.9
14967888,AT-11,80.9
27368917,EM-52,87.3
43127665,OE-02,67.0
25623803,CS-40,87.8
15592189,DA-26,63.5
36421290,EE-29,75.7
49271741,CE-12,92.6
13480904,MT-16,80.6
28667958,EM-13,59.9
20744849,AS-40,82.4
13210133,DA-03,83.3
15100427,CE-15,88.4
35553835,EE-28,73.4
31685994,AT-19,84.3
18010917,PH-07,80.3
11643555,ME-26,78.6
38685575,FL-09,90.8
19689998,EE-70,56.6
41133842,FL-23,81.8
47418204,OE-17,70.5
38727702,EE-26,85.9
27955921,ME-13,90.6
29260090,DA-73,94.7
15205580,LF-24,74.6
43395696,CS-52,98.2
36183864,FL-64,87.6
10575655,DA-02,88.0
30938782,CS-52,87.5
39692190,HS-06,74.5
25475941,OE-18,84.9
25575710,DA-75,89.1
16848239,MV-82,88.7
46989917,EE-05,82.7
14507664,EM-59,88.4
41328122,LW-29,74.8
47278449,LW-03,72.8
14931327,FL-65,88.4
40652238,MT-50,77.9
16511882,CE-49,83.6
27509511,HS-31,69.8
15639353,EM-54,77.7
33348164,MT-33,87.5
26055123,CS-41,75.6
39095038,DA-17,96.2
44155958,HS-05,78.1
27420949,AS-31,75.0
19782346,MV-32,55.2
34633442,LW-02,62.8
31803086,OE-29,90.7
27667228,ME-09,85.1
42747341,CS-40,70.9
26928871,FL-79,76.0
14314068,EM-40,90.4
46443394,CS-21,74.5
42588178,EE-84,95.4
36025505,ME-61,98.0
31426154,AT-38,68.1
41790175,MA-06,59.7
26014896,PH-07,63.6
37852219,PH-13,83.6
27244558,MV-14,94.8
45448873,LF-10,81.8
20599222,DA-24,89.3
31685994,HS-28,82.3
19725119,MT-21,91.3
25625763,EE-54,70.4
13807927,AT-40,63.4
45927797,MV-81,85.3
37943576,CS-19,75.8
14566915,FL-02,99.1
36183864,FL-29,61.6
39833508,AS-52,68.4
40591968,AT-12,87.1
48182000,HS-21,81.3
42815651,EM-03,73.1
23235690,EE-53,76.9
40163948,FL-39,79.6
35357427,FL-42,56.3
36792993,ME-06,68.5
19011713,LW-22,90.7
43166877,MT-19,61.8
34776172,OE-05,71.2
12439249,MV-54,73.3
36317079,FL-29,90.4
24893244,MV-61,88.3
45505792,IE-04,87.8
26031142,ME-39,73.0
38490053,MT-55,76.6
41579714,DA-47,79.6
47818603,EE-66,80.6
28140131,FL-17,71.5
16483243,DA-74,81.3
30440190,MV-18,86.3
41488337,DA-61,71.4
15488238,OE-05,94.3
17655105,CE-01,76.3
33516456,CE-31,90.9
45589805,CE-17,74.2
25595915,FL-72,67.8
11010602,HS-09,51.4
49281806,MV-02,89.8
39853916,CE-13,92.2
48611035,AT-31,78.1
15277642,LF-42,69.8
26132483,MT-39,83.7
35248776,EM-40,68.5
47274763,CS-15,73.4
44340602,AT-40,59.4
43073750,AT-10,79.3
32334710,TL-01,84.7
49886518,CE-05,71.8
29071054,LF-11,91.7
47977070,ME-59,85.9
32271842,FL-22,89.5
16775480,ME-08,79.2
25155228,EE-59,76.2
47059116,ME-18,89.6
40225818,AS-15,81.9
19733258,AS-06,71.8
32490065,FL-66,77.6
40546978,MV-69,66.5
15165364,MV-47,76.1
31840112,MV-39,72.6
36217331,FL-54,83.4
12065463,LF-07,74.3
28959552,MV-83,73.5
45307550,FL-53,71.6
49682583,EE-47,84.7
35981310,FL-91,65.8
19401715,MT-06,73.2
34067300,DA-45
21661783,CS-37,76.0
39943364,EM-13,96.8
29846835,LW-15,83.9
31218143,MV-20,86.2
32244330,DA-44,71.0
43446676,MV-86,96.5
47869431,MT-30,97.6
17769774,LW-12,76.8
21243426,EM-33,69.4
44831884,MT-35,83.9
40410634,LF-04,79.8
35859719,MV-80,88.2
29799883,CS-60
41327958,AS-48,84.0
44367192,CE-35,78.9
13060374,PH-13,84.7
47804777,PH-01,78.0
27971787,MA-18,78.0
27985343,FL-93,76.8
27321866,DA-18,61.6
29828247,EE-87,89.6
29529765,MT-54,76.7
23166186,FL-46,76.3
33725255,LW-21,85.4
36239213,EE-32,91.2
21884495,MV-52,81.6
28952295,CE-11,84.6
26857882,MT-51,73.2
38841545,MV-72,89.5
40652238,EE-56,87.9
28181539,ME-14,86.1
28518411,EE-40,92.8
41615652,AS-13,97.6
33230956,EE-36,96.8
37836730,OE-05,80.4
31266848,AS-35,84.5
27370407,MT-19,55.4
16859943,FL-69,99.6
23840401,AS-40,77.4
33853805,FL-26,91.5
30720506,EM-08,81.6
15402522,CE-18,72.9
36199019,MA-23,85.9
34171799,LF-29,82.2
25648909,HS-08,94.8
18058844,MA-08,76.5
